epoch_5_x,epoch_5_val_acc,epoch_5_val_loss,epoch_5_train_acc,epoch_5_train_loss,epoch_10_x,epoch_10_val_acc,epoch_10_val_loss,epoch_10_train_acc,epoch_10_train_loss,epoch_25_x,epoch_25_val_acc,epoch_25_val_loss,epoch_25_train_acc,epoch_25_train_loss,epoch_50_x,epoch_50_val_acc,epoch_50_val_loss,epoch_50_train_acc,epoch_50_train_loss
,,,,,,,,,,24.65,87.28542914171656,0.43862306800755585,97.26363181590796,0.3632931709289551,24.65,87.38522954091816,0.44374611431902106,97.1135567783892,0.36490667536854743
,,,,,,,,,,,,,,,25.65,87.38522954091816,0.44212298772551795,97.1135567783892,0.3649084448814392
,,,,,,,,,,,,,,,26.65,87.38522954091816,0.4444072056900371,97.1135567783892,0.3649019166827202
,,,,,,,,,,,,,,,27.65,87.38522954091816,0.44329133358868683,97.1135567783892,0.3649007499217987
,,,,,,,,,,,,,,,28.65,87.38522954091816,0.44469283656640485,97.1135567783892,0.3649006821215153
,,,,,,,,,,,,,,,29.65,87.38522954091816,0.4460313076322729,97.1135567783892,0.3649000510573387
,,,,,,,,,,,,,,,30.65,87.38522954091816,0.4450721659443595,97.1135567783892,0.3648970201611519
,,,,,,,,,,,,,,,31.65,87.38522954091816,0.44959726387804205,97.1135567783892,0.36490251794457434
,,,,,,,,,,,,,,,32.65,87.38522954091816,0.444637729363008,97.1135567783892,0.3648994445800781
,,,,,,,,,,,,,,,33.65,87.38522954091816,0.44383705204183405,97.1135567783892,0.3649076297879219
,,,,,,,,,,,,,,,34.65,87.38522954091816,0.4451830414208499,97.1135567783892,0.36490473449230193
,,,,,,,,,,,,,,,35.65,87.38522954091816,0.4364599179137837,97.1135567783892,0.3648996137082577
,,,,,,,,,,,,,,,36.65,87.38522954091816,0.4404316923835061,97.1135567783892,0.36490131840109824
,,,,,,,,,,,,,,,37.65,87.38522954091816,0.43875265934250574,97.1135567783892,0.36490215361118317
,,,,,,,,,,,,,,,38.65,87.38522954091816,0.43322020227258856,97.1135567783892,0.3648999951779842
,,,,,,,,,,,,,,,39.65,87.38522954091816,0.4464094476266341,97.1135567783892,0.3649065397679806
,,,,,,,,,,,,,,,40.65,87.38522954091816,0.4416631216352636,97.1135567783892,0.3649012789130211
,,,,,,,,,,,,,,,41.65,87.38522954091816,0.44264592094854877,97.1135567783892,0.3649039477109909
,,,,,,,,,,,,,,,42.65,87.38522954091816,0.43389406258409674,97.1135567783892,0.3649051941931248
,,,,,,,,,,,,,,,43.65,87.38522954091816,0.4391272474418987,97.1135567783892,0.36491364017128947
,,,,,,,,,,,,,,,44.65,87.38522954091816,0.43950180032036523,97.1135567783892,0.36489994674921034
,,,,,,,,,,,,,,,45.65,87.38522954091816,0.458829481493343,97.1135567783892,0.364902201294899
,,,,,,,,,,,,,,,46.65,87.38522954091816,0.4423332539471713,97.1135567783892,0.36490222066640854
,,,,,,,,,,,,,,,47.65,87.38522954091816,0.4507185301997445,97.1135567783892,0.3649041920900345
,,,,,,,,,,,,,,,48.65,87.38522954091816,0.4535159468650818,97.1135567783892,0.36489781364798546
,,,,,,,,,,,,,,,49.65,87.38522954091816,0.44247906587340613,97.1135567783892,0.36489503234624865
